epoch,train_ce_loss,train_dice_et,train_dice_loss,train_dice_tc,train_dice_wt,train_epoch,train_loss,val_ce_loss,val_dice_et,val_dice_loss,val_dice_tc,val_dice_wt,val_epoch,val_iou_et,val_iou_tc,val_iou_wt,val_loss,val_mean_dice,val_mean_iou
26,0.1698648571036756,0.6446695198371427,0.8723997045308352,0.699302364164184,0.8421233088702098,26,1.0422645574435592,0.1636177342046391,0.6293501703480655,0.8826972798867659,0.6662545846861618,0.8144792139814903,26,0.5134597500785829,0.5429352592851328,0.7025858750983286,1.0463150176134977,0.7033613230052392,0.5863269614873481
27,0.15689130523242056,0.6428325049242614,0.863349873572588,0.7016090567493092,0.8507716320433185,27,1.0202411767095327,0.15065920109098607,0.6116794510186144,0.8791049057787115,0.6593709581902137,0.8350207766502307,27,0.4941822356526336,0.5393733284797009,0.734080673629534,1.0297641103917903,0.7020237286196863,0.5892120792539561
28,0.14758736221119761,0.6384982826566292,0.8563560098409653,0.6969889437419733,0.8407728855988222,28,1.0039433743804693,0.14485805549404837,0.61404349064737,0.8681957949291575,0.6369634906906175,0.7894282578936769,28,0.4976735561403893,0.5136008870067598,0.6743820289842964,1.0130538420243698,0.680145079743888,0.5618854907104819
29,0.13570354564581066,0.6490378071152523,0.8453128319233656,0.7034099626324162,0.855194310039471,29,0.9810163788497448,0.12928675521503796,0.6271114733715554,0.858237763968381,0.6834898455760955,0.8430340753148582,29,0.5115670847268203,0.5647049171176196,0.740610213164375,0.9875245267694647,0.7178784647541697,0.6056274050029383
30,0.1264560236595571,0.6488797362637755,0.8362204041332006,0.7135215530892729,0.859179897447361,30,0.9626764273270965,0.12292912683703683,0.6398878337071022,0.8493301705880598,0.6678417920742832,0.8309612027146114,30,0.5249825771441865,0.5467395519130777,0.7244171200242752,0.9722592906518416,0.7128969428319989,0.5987130830271797
31,0.11880363989621401,0.652875261977788,0.8264366127550602,0.7060126771836055,0.8501923290792812,31,0.9452402535825968,0.11505808288400823,0.6121972466024005,0.8400904698805376,0.6750490285276203,0.823561164292276,31,0.49712026329872183,0.5563748279697103,0.7149351339547672,0.955148551680825,0.7036024798074322,0.5894767417410663
32,0.10995872598141432,0.6567262725920386,0.8129567662253976,0.7205994379331007,0.8650975665485957,32,0.9229154931381345,0.10587581816044721,0.6358981898178421,0.8284106297926469,0.67981535358464,0.8430582669045004,32,0.5207241370446267,0.5621953354833567,0.7409004024217787,0.9342864589257673,0.7195906034356607,0.6079399583165873
33,0.10258432535920292,0.657677954882051,0.8013185216113925,0.726916087889916,0.8681620218048208,33,0.9039028454571962,0.09937098825519736,0.6412505656027194,0.8176567749543624,0.6898574480256471,0.8323404756870506,33,0.528163788603441,0.5745899638199262,0.7263162470437776,0.9170277573845603,0.7211494964384725,0.6096899998223816
34,0.09571161575149745,0.6591064757591449,0.791134174913168,0.7295954025896709,0.8713182682222629,34,0.8868457917124033,0.09224295223301107,0.645309778638455,0.8093727740374479,0.6985534202375613,0.8388112998447014,34,0.5314108303197402,0.5852009896403445,0.7339670576557196,0.9016157258640636,0.7275581662402392,0.6168596258719348
35,0.09021350229158998,0.6569785779432079,0.7793718306347728,0.7260240254342671,0.8655576512859026,35,0.8695853324607015,0.08428173539313404,0.6368824075669091,0.7942590431733565,0.7077213045059519,0.8571862035524042,35,0.523382869541917,0.5938932507684721,0.7610714701015856,0.8785407857461409,0.7339299718750883,0.6261158634706582
36,0.08341226447373629,0.6632769191499984,0.7635443108156323,0.7410522015509804,0.8721014490226284,36,0.846956574358046,0.08106913011182439,0.6277328767240566,0.780928723378615,0.7051699293748372,0.8465209336880103,36,0.512769387288805,0.5925934979461127,0.7464864901851855,0.8619978579607877,0.7264745799289681,0.6172831251400344
37,0.0776096157496795,0.6632918770246795,0.7499679299071431,0.7429001923347034,0.8764448614082778,37,0.8275775462388992,0.07483079636638815,0.6343454357468448,0.7711429173296148,0.7049329172226637,0.8423709695191463,37,0.5197367400615447,0.5899697141003922,0.739115537214166,0.845973713831468,0.7272164408295515,0.6162739971253676
38,0.07198771368712187,0.6644417246385308,0.7354331705719233,0.7469986161382289,0.8793779792381584,38,0.8074208833277225,0.06869940446181731,0.6500565960454564,0.7549408869309859,0.7190978049498669,0.8547865556770559,38,0.537650089333547,0.6097062721536093,0.7556234661746424,0.8236402945085005,0.7413136522241263,0.6343266092205996
39,0.06650804821401834,0.6629858547967568,0.7165858773514628,0.7606192335443853,0.8813609600232906,39,0.7830939302220941,0.06410674249584025,0.6470937789073294,0.7407144373113459,0.7188395391394592,0.8454824426045356,39,0.5350561224576129,0.6126174978725162,0.7424106862885421,0.8048211802135814,0.7371385868837748,0.6300281022062237
40,0.062229046248830855,0.6697375831163294,0.7032397631555796,0.7622032421369428,0.880929205281891,40,0.7654688097536564,0.05884820263494145,0.6365271152278282,0.7275375908071344,0.7125390667871264,0.863115524285983,40,0.5234882611947294,0.6004944629632508,0.7694386524096891,0.7863857876170766,0.7373939021003126,0.6311404588558898
41,0.05837013036943972,0.6754866906537804,0.6888524480164051,0.7618369220616203,0.8813141173527811,41,0.7472225781530142,0.05554537339643999,0.6419350471928393,0.7135359417308461,0.7162693351904318,0.8624693767605662,41,0.5292038795489709,0.6122606079645374,0.7684507385752858,0.7690813183784485,0.7402245863812791,0.6366384086962648
42,0.05453766218852252,0.6726978473006044,0.6649954067543149,0.7768994788501913,0.8788474059142944,42,0.7195330671966076,0.05171894823962992,0.6419239499203445,0.6944152571938255,0.7338797834818628,0.8663442479864273,42,0.5297865382687978,0.6316175594295411,0.7742990235251304,0.7461341987956654,0.7473826604628782,0.6452343737411564
43,0.051468940160702914,0.6703158272977855,0.6558962166309357,0.768647859204642,0.8839166028748434,43,0.7073651570826769,0.05047527673569593,0.6557972469612671,0.6840263789350336,0.718436396418526,0.8475046936229841,43,0.5469410566439727,0.6146210597361191,0.7496975813187009,0.7345016490329396,0.7405794456675924,0.6370865658995976
44,0.048345450311899185,0.6778672004046287,0.637283586896956,0.7771011490230748,0.8842403587386416,44,0.6856290381401777,0.04989367777651006,0.6409401726211964,0.6765505595640703,0.6799637488238421,0.8454570179998482,44,0.5294096293797199,0.5616999423912032,0.7434386088983647,0.7264442389661615,0.7221203131482956,0.6115160602230959
45,0.04538095981115475,0.6841810742892678,0.6193101312965155,0.7893197804463165,0.8859260672956788,45,0.664691093377769,0.044452130523594945,0.6559545467658371,0.6527493195100265,0.7166526498883299,0.8585857852635222,45,0.5462791057059923,0.6160237415058748,0.7648027515818218,0.6972014513882724,0.743730993972563,0.6423685329312296
46,0.042638945567887276,0.6845322788848796,0.5981188295409083,0.7936854714890227,0.8885088913413657,46,0.6407577777281404,0.041717461970719426,0.6572220206512076,0.6442986791784113,0.7278184825446691,0.8691722474815188,46,0.5472712860357832,0.6227167166360952,0.7803835662322005,0.6860161369497125,0.7514042502257986,0.6501238563013597
47,0.040600845823064446,0.6913664623673289,0.5883429376408458,0.8013515830596886,0.8932121565025664,47,0.6289437832310796,0.0392193005843596,0.6674346455448118,0.6347246906974099,0.7274931662948716,0.8731701188565999,47,0.5592592859520077,0.6290044735518223,0.7865659134609981,0.6739439899271185,0.7560326435654278,0.6582765576549426
48,0.03809190008905716,0.6928514848967281,0.5694182505831122,0.8071430876589626,0.8947171610713985,48,0.6075101504102349,0.03834997049786828,0.6592993358835428,0.6136381019245495,0.7449596849419913,0.8717647950123946,48,0.5496089337733773,0.6502783970285505,0.783442974659497,0.6519880771636963,0.7586746052793095,0.6611101018204749
49,0.03631809644866735,0.6881063707229536,0.5500918673351407,0.8202921652321938,0.8948084179288548,49,0.5864099636673927,0.03834551071578806,0.659505050569335,0.6023899880322543,0.7343174045164971,0.855805090629958,49,0.5492219858700483,0.6356978568422332,0.7602021634188395,0.6407354983416471,0.74987584857193,0.648374002043707
50,0.03472257894463837,0.6917097391249546,0.5396030442789197,0.8117591763094634,0.8930694759315301,50,0.57432562392205,0.03753049224615097,0.6525546267305135,0.5842874483628706,0.7372929910536445,0.8522665870044229,50,0.5406372589598317,0.637406194725318,0.752938447962299,0.6218179442665793,0.7473714015961938,0.643660633882483
51,0.033232237270567566,0.6919959807849402,0.5220584003254771,0.8215572929118176,0.8965034655440535,51,0.5552906370721757,0.03344411091371016,0.6656164773396644,0.581935680996288,0.7263801817805007,0.8715978214892832,51,0.5581615798241741,0.6278582825809689,0.7839334297596381,0.6153797940774397,0.7545314935364829,0.6566510973882603
52,0.031569629529258236,0.7000974150749897,0.5088783577084541,0.8295898238231275,0.9007659508988127,52,0.5404479838907719,0.03268319205804305,0.6753736580284897,0.5617280624129556,0.744314581324682,0.8734903563636545,52,0.5666016283736031,0.6456403316085852,0.7855802310187727,0.5944112517616965,0.7643928652389421,0.6659407303336536
53,0.03026726742973551,0.7051622132168861,0.4953776504844427,0.8341249281203065,0.9016351252497721,53,0.5256449170410633,0.032005315206267614,0.6653301121009596,0.5501370169899681,0.7406521275068831,0.8791043711627767,53,0.5572881879655601,0.6432938743643397,0.7932685714373681,0.5821423335508866,0.7616955369235399,0.6646168779224227
54,0.029802079254295677,0.7015317503165999,0.4879257306456566,0.8328747947614845,0.9014624581917798,54,0.5177278118208051,0.03119416738098318,0.6663022032038226,0.5401464809070934,0.7486826417688608,0.8763639342217725,54,0.5570281633703604,0.654392227167576,0.7881658788671463,0.5713406400247054,0.7637829263981519,0.666528756468361
55,0.028166582575067878,0.7045225104755148,0.4676814703270793,0.84446883687249,0.9023207741424185,55,0.4958480536006391,0.02952515896071087,0.6747201896732052,0.5234143593094566,0.7487346374019198,0.8823568446828506,55,0.5667921365211681,0.6504859784986403,0.7976507519087866,0.5529395114291799,0.7686038905859919,0.671642955642865
56,0.0273737158277072,0.7065445268707279,0.4584179073572159,0.8423009327926807,0.9047845663097843,56,0.48579162498936057,0.031057583879340777,0.6693731944269963,0.5247436046600342,0.7285310864418512,0.8625465243960636,56,0.562125748154109,0.6327800663328654,0.7711534198670836,0.5558011867783287,0.7534836017549704,0.6553530781180193
57,0.026648133585695177,0.7017491292592255,0.44972799625247717,0.8489351309290475,0.9061742966613444,57,0.476376130245626,0.028439707647670398,0.666104888701402,0.509132404760881,0.7492544251197485,0.8785922500863902,57,0.5565534122401995,0.65436827148717,0.7930539413689982,0.5375721107829701,0.7646505213025137,0.6679918750321225
58,0.02571771654766053,0.708572307141584,0.4413311965763569,0.8489163102366577,0.9059632645088646,58,0.4670489155687392,0.02809443643147295,0.6730886659674418,0.5021641351959922,0.7391116123458586,0.8822354048847562,58,0.565449645186355,0.6413570957749162,0.7976191917105416,0.5302585786039179,0.7648118943993522,0.668141977557271
59,0.025531686609610915,0.7083839990082481,0.4279417712241411,0.8518171861266391,0.905116601573581,59,0.4534734603948891,0.028431164676492864,0.6832993020555523,0.4895141579888084,0.758720463748242,0.87547657485375,59,0.576899620513812,0.6633726477699057,0.7878799192949867,0.5179453167048368,0.7724987802191814,0.6760507291929015
60,0.02484417488449253,0.7134432474000594,0.42075857426971197,0.85079383633173,0.908226978421107,60,0.44560274854302406,0.026686783541332592,0.6816327898042005,0.48127092014659534,0.7688328911623907,0.8849758020513253,60,0.5742015616884538,0.675055046760152,0.800865862720033,0.5079577012495561,0.7784804943393056,0.683374157056213
61,0.023994801042135805,0.7189960291942102,0.406820310279727,0.8508908708391888,0.9073068843599879,61,0.43081511091440916,0.025871359353715723,0.685988302260525,0.46927623098546806,0.769028851523189,0.8788201210496304,61,0.5795903160182845,0.6751477834907419,0.792802298709408,0.4951475869525563,0.7779457582777815,0.6825134660728115
62,0.023670958427828737,0.7150112516682995,0.40428341273218393,0.8579430987829744,0.9088966698394857,62,0.4279543715529144,0.02596826268868013,0.6713514705723369,0.46682711948047984,0.75351585626128,0.8780396001726846,62,0.5630078556452228,0.6581305691170524,0.7918923438051585,0.4927953850139271,0.7676356423354337,0.6710102561891446
63,0.023444860300514847,0.7123089682541557,0.39500988367944956,0.8574955417867871,0.908118389112055,63,0.41845474299043417,0.02703421799974008,0.6698934403611252,0.46379577246579257,0.7562109464571067,0.8709523101754527,63,0.5625862410633864,0.6636099075392149,0.781602590473453,0.49082998904314906,0.7656855656645615,0.6692662463586848
64,0.022418413034756668,0.7142143583067424,0.3892980618402362,0.8603224458855095,0.9099748059370855,64,0.41171647561714053,0.026338759538802235,0.675005684694482,0.45770717100663616,0.752525755533885,0.8787902894192997,64,0.5677967530050257,0.6588094648971987,0.7917709886224724,0.48404592817479913,0.7687739098825556,0.672792402174899
65,0.022311656575766392,0.7203310858054502,0.38628082163631916,0.8625227509446368,0.9100896837018421,65,0.40859247697517276,0.024847797846252268,0.6830214429078181,0.4439354202964089,0.7735956222146572,0.8812888301093947,65,0.5750571384168672,0.6773091884642252,0.7961466471456735,0.46878321929411454,0.77930196507729,0.6828376580089218
66,0.021399929421022534,0.7248423376848068,0.3779125390574336,0.8713710112431136,0.9137759865920629,66,0.39931246917694807,0.024376259676434777,0.6869854654517826,0.44124630147760563,0.7674487054810474,0.8842375853573029,66,0.5797997072652828,0.6732837948579223,0.8007886630102266,0.4656225637956099,0.779557252096711,0.6846240550444772
67,0.02124141569947824,0.7213199721725457,0.37994376476854086,0.8651338988847317,0.9131450195632171,67,0.40118518145754933,0.024747986007820477,0.687937214791718,0.4431116049939936,0.7640342606849894,0.8783093506661025,67,0.5816707323419189,0.6689513272321508,0.7945277921476726,0.46785959113727915,0.7767602753809366,0.6817166172405807
68,0.020717891326057725,0.7218134696127471,0.3642125856131315,0.8723321068538693,0.9143421846606018,68,0.3849304779432714,0.023861536248163742,0.6872896095362495,0.4324132507497614,0.7657544858468903,0.8835243381740688,68,0.5796662702000371,0.6706616673210789,0.8002327446982352,0.45627478686246004,0.7788561445190695,0.6835202274064504
69,0.020346847246401012,0.725033644598883,0.3536950321868062,0.8751886046141023,0.9137233563457334,69,0.37404187954962254,0.024166218462315474,0.6863079166230611,0.42754153555089774,0.7575309092137995,0.881879338336023,69,0.5805312458999711,0.6658882367167482,0.7972251456937228,0.45170775001699276,0.7752393880576279,0.6812148761034807
70,0.0205072079988895,0.720853241804863,0.3555151326581836,0.8734650483859129,0.9127552874488074,70,0.37602234235964715,0.024009939757260408,0.6807354063367016,0.42454415343024515,0.7680161767704647,0.8805215220893854,70,0.5724840659167098,0.6743088291005038,0.7959455026898378,0.4485540856014599,0.7764243683988505,0.6809127992356837
71,0.019580592401325703,0.7284509821348035,0.34529490768909454,0.8778072756439168,0.915519899065571,71,0.3648755024187267,0.02375613193620335,0.6837975178267351,0.41771658875725487,0.763472673597915,0.8830574377391435,71,0.5758252344596304,0.6696401940754978,0.7987719993601867,0.441472712430087,0.7767758763879312,0.681412475965105
72,0.019563312773243524,0.7322011142894008,0.34282436221838,0.8813219207210804,0.9150503079382952,72,0.36238767486065626,0.023344823176210578,0.6847745212684534,0.4149277112700722,0.7655142872327964,0.888187565240459,72,0.5784771066756399,0.6708062033556101,0.8049896176621967,0.4382725390520963,0.7794921245805696,0.6847576425644822
73,0.019151304572005756,0.7298140311862565,0.33966520708054304,0.8793289605936351,0.9156138427597457,73,0.3588165119290352,0.023319806294007733,0.6873261146000074,0.41306216500022197,0.7626851999677029,0.8861217590427309,73,0.5822455711296827,0.6711605581078657,0.803359552480031,0.43638197617097335,0.7787110245368137,0.6855885605725264
74,0.01914833957562223,0.7269736138448885,0.341094546020031,0.8791925540322465,0.9174930802704433,74,0.36024288670159876,0.0232456350191073,0.6830828552474926,0.41084489063783125,0.7583673970708888,0.879563296600315,74,0.5779461505424678,0.6680908042520434,0.7961028291735691,0.43409052762118255,0.7736711829728988,0.6807132613226935
75,0.01897272157657426,0.7235551734194331,0.3298020139336586,0.8848020536682831,0.9163417355401715,75,0.34877473674714565,0.02403252348303795,0.6805496128470767,0.41064417578957296,0.7538363633783849,0.8764359204167698,75,0.5746614230183804,0.662642527757051,0.7896555247094709,0.43467670028859917,0.7702739655474105,0.6756531584949674
76,0.018567451741546392,0.7302711835511052,0.33034640178084373,0.8863600135620856,0.9168271722402095,76,0.3489138544537127,0.023362617126920008,0.6863089997738097,0.41208599480715663,0.7488228188787213,0.8817908818286211,76,0.5805522104436868,0.6565234328416644,0.7981468363228749,0.4354486107826233,0.7723075668270507,0.6784074932027421
77,0.0184096799348481,0.7347581504803045,0.3201424954459071,0.8882297849841022,0.9178331849585701,77,0.33855217485688627,0.023130347511985085,0.6849876177467211,0.4012396487322721,0.7659171919415205,0.8841545772875995,77,0.5776595380200963,0.6739561997798752,0.7999721771746338,0.4243699940768155,0.778353128991947,0.6838626383248684
78,0.018465284316334873,0.7295857183666307,0.31870764028280973,0.8872430279773073,0.9170837890939658,78,0.33717292407527566,0.02342218885367567,0.6848754019309772,0.4036337158896706,0.7529282806544824,0.8851292915913261,78,0.5795964544765468,0.6613177793462149,0.8014027006974611,0.42705590399828824,0.7743109913922619,0.6807723115067409
79,0.018374027844402008,0.7300851759266932,0.31972512416541576,0.8856243246512754,0.9183933297586184,79,0.3380991506855935,0.023183904046362096,0.6843338220156254,0.40114712064916436,0.7582961879834115,0.8852998498890381,79,0.5785747327465286,0.6669798628758437,0.8030735498669594,0.42433102564378217,0.7759766199626917,0.6828760484964439
80,0.018254210110171698,0.7286496998233847,0.3163192346692085,0.887700954592476,0.9183378189511867,80,0.3345734463073313,0.022859261388128455,0.6871196232259551,0.39566074284640224,0.7624387951304796,0.8853090600031862,80,0.5823484386773068,0.6729691411146187,0.8024080909593937,0.4185200030153448,0.7782891594532071,0.6859085569171063
81,0.01815076093771495,0.7315192000659351,0.318289372138679,0.8897944335333978,0.9185184570293466,81,0.3364401354920119,0.02253394377502528,0.6880664839076844,0.39175752076235687,0.7672111593994515,0.8848998547961862,81,0.5824693261769095,0.6769950527324644,0.8024225818374802,0.4142914685336026,0.7800591660344406,0.6872956535822846
82,0.017809037715778686,0.7414353303906817,0.3113734135404229,0.8933136788934949,0.9208775513839259,82,0.3291824525222182,0.022543596814979205,0.689982475676942,0.3925448070872914,0.766439043934999,0.8850801073467749,82,0.5842377733835752,0.6753234086457818,0.8029931407705854,0.41508840105750344,0.7805005423195719,0.6875181075999808
83,0.01778242611908354,0.7331376018007346,0.31228174082934856,0.8894967257956541,0.9194634372798125,83,0.33006416843272746,0.022503911568359895,0.6897162013441281,0.3878831028938293,0.775134895982365,0.8829419143288839,83,0.5834581539964232,0.6837282298892154,0.7994151767375667,0.4103870164264332,0.7825976705517923,0.6888671868744017
84,0.017438610404497012,0.7373198474518061,0.30544343777000904,0.893333534773286,0.9201689659406995,84,0.3228820487856865,0.02235148996114731,0.688612668946427,0.3862192435698076,0.7727974510030452,0.8838600224644793,84,0.5827451973971598,0.681353513994884,0.8011100986776808,0.40857073827223345,0.7817567141379839,0.6884029366899082
85,0.017178072928800248,0.7384662673797551,0.30433100927621126,0.8971581090490598,0.9210259380037179,85,0.3215090804733336,0.02225072146816687,0.6844757852560182,0.3871054996143688,0.7686698265407229,0.884957259229271,85,0.5774453972814704,0.6768331752085187,0.8027532339203409,0.4093562223694541,0.7793676236753374,0.6856772688034433
86,0.017102194658946246,0.7358887343051221,0.29892687499523163,0.8960423869398021,0.9207513221026851,86,0.31602907041087747,0.022228167206048966,0.6857064824371941,0.3863217353820801,0.7670989038789408,0.8850591727628185,86,0.5795586481943067,0.676182112628596,0.8028047175726466,0.4085499026558616,0.7792881863596511,0.6861818261318499
87,0.01719832578964997,0.7335208518460213,0.3042727652937174,0.8955616867736177,0.9214988922433073,87,0.32147109135985374,0.022464814172549682,0.6880007936535938,0.387085083397952,0.7643577278901789,0.8849314667640439,87,0.5822973319063212,0.6737809022791166,0.8023449451926767,0.40954989953474563,0.7790966627692723,0.6861410597927048
