case,id,WT_voxels,WT_vol_mm3,WT_vol_ml,WT_surf_mm2,WT_compactness,WT_sphericity,WT_elongation,WT_flatness,TC_voxels,TC_vol_mm3,TC_vol_ml,TC_surf_mm2,TC_compactness,TC_sphericity,TC_elongation,TC_flatness,ET_voxels,ET_vol_mm3,ET_vol_ml,ET_surf_mm2,ET_compactness,ET_sphericity,ET_elongation,ET_flatness,NCR_voxels,NCR_vol_mm3,NCR_vol_ml,NCR_surf_mm2,NCR_compactness,NCR_sphericity,NCR_elongation,NCR_flatness,ED_voxels,ED_vol_mm3,ED_vol_ml,ED_surf_mm2,ED_compactness,ED_sphericity,ED_elongation,ED_flatness,ET_raw_voxels,ET_raw_vol_mm3,ET_raw_vol_ml,ET_raw_surf_mm2,ET_raw_compactness,ET_raw_sphericity,ET_raw_elongation,ET_raw_flatness
BraTS20_Training_011,011,55130,55130.0,55.13,13818.107421875,0.13028147436498028,0.5069450516863381,0.6623208523665503,0.5043897539574972,10377,10377.0,10.377,3778.4296875,0.22576778507394205,0.6089112398863619,0.505489865580652,0.3177211341560612,5774,5774.0,5.774,5350.95751953125,0.02460998919284096,0.29087326623143434,0.6080091733739694,0.3521744336473216,4603,4603.0,4.603,7665.8125,0.005319364439426718,0.17456342266951141,0.393585635046481,0.2805705791302412,44753,44753.0,44.753,15839.185546875,0.05700305624658165,0.3848569913488581,0.7204207728472198,0.5459955115705043,5774,5774.0,5.774,5350.95751953125,0.02460998919284096,0.29087326623143434,0.6080091733739694,0.3521744336473216
BraTS20_Training_012,012,32051,32051.0,32.051,12876.5771484375,0.054416955349590616,0.3789466566286587,0.6643880089050643,0.5802041439477676,8280,8280.0,8.28,2960.8505859375,0.29871949809003073,0.6684791359789228,0.8057180855805234,0.6636628292664697,5973,5973.0,5.973,4859.6845703125,0.03515710930773468,0.3275953433190778,0.7874153471986965,0.6651860849180218,2307,2307.0,2.307,2677.860595703125,0.03134611108548853,0.31530284500527805,0.8631920701692956,0.6360644027216185,23771,23771.0,23.771,15223.962890625,0.018111904833114513,0.2626161171327608,0.6383992711149243,0.5600153886952011,5973,5973.0,5.973,4859.6845703125,0.03515710930773468,0.3275953433190778,0.7874153471986965,0.6651860849180218
BraTS20_Training_013,013,46339,46339.0,46.339,15965.0458984375,0.059680873923522615,0.39079145417509026,0.8178092013342415,0.7940349850336957,14535,14535.0,14.535,4074.594482421875,0.3532069718562755,0.7068757598923381,0.6096652076631535,0.5411745596760986,4039,4039.0,4.039,7002.5634765625,0.005373149408333449,0.17514979727216506,0.6578341409319002,0.6005604967920594,10496,10496.0,10.496,5484.392578125,0.07552911816942402,0.42270573301573017,0.589230986311912,0.5008633755232583,31804,31804.0,31.804,17129.16015625,0.022761855031340452,0.28340176522328997,0.8683903764391914,0.7992726809021479,4039,4039.0,4.039,7002.5634765625,0.005373149408333449,0.17514979727216506,0.6578341409319002,0.6005604967920594
BraTS20_Training_014,014,80396,80396.0,80.396,22164.71875,0.06713277227009129,0.4064229220543127,0.6780770707027592,0.509113172231506,27568,27568.0,27.568,9640.73046875,0.09592527877656325,0.4577668683406506,0.7493289437103701,0.4975932331985356,18255,18255.0,18.255,15825.662109375,0.009508902211216195,0.21185731328973045,0.7388209288020093,0.5310799979017456,9313,9313.0,9.313,12641.1796875,0.004855889165076354,0.16933871316162794,0.7797574084028145,0.41476081259463976,52828,52828.0,52.828,24420.05078125,0.02167409754717393,0.27881342058867115,0.6423971266815394,0.4527624084556305,18255,18255.0,18.255,15825.662109375,0.009508902211216195,0.21185731328973045,0.7388209288020093,0.5310799979017456
BraTS20_Training_015,015,125287,125287.0,125.287,25954.9921875,0.10153170665282163,0.466516736394995,0.8087289863426934,0.5438808662198654,17677,17677.0,17.677,6510.03125,0.12809148995429043,0.504088464402191,0.9076609047999155,0.5661083169913599,9002,9002.0,9.002,7202.166015625,0.024532454764511352,0.2905674768753989,0.7989834094345779,0.5646063705932132,8675,8675.0,8.675,10818.2822265625,0.006722277231196112,0.18872907283685927,0.9350061210525036,0.5584456951573817,107610,107610.0,107.61,29167.8515625,0.05277695294254498,0.37510089834306987,0.7917906492344664,0.530858162736958,9002,9002.0,9.002,7202.166015625,0.024532454764511352,0.2905674768753989,0.7989834094345779,0.5646063705932132
BraTS20_Training_016,016,127189,127189.0,127.189,33557.65234375,0.04841464677246418,0.36446759627584036,0.8878429564292794,0.6595077525601186,41082,41082.0,41.082,10614.21875,0.15962151500767094,0.5424551160330978,0.9754314425426842,0.9239834359549522,13031,13031.0,13.031,11240.771484375,0.013521332914433715,0.23823551360647868,0.820302701423483,0.8016155549985639,28051,28051.0,28.051,20003.80078125,0.011117611855208534,0.22318782633279713,0.9169478885364992,0.8607113085111305,86107,86107.0,86.107,34068.84765625,0.021205912140908237,0.27679122595777683,0.8821661901072393,0.5170587581913254,13031,13031.0,13.031,11240.771484375,0.013521332914433715,0.23823551360647868,0.820302701423483,0.8016155549985639
BraTS20_Training_017,017,100758,100758.0,100.758,25674.201171875,0.06784543490234973,0.4078560199833282,0.7027655073617537,0.6061374401286277,14713,14713.0,14.713,5567.83349609375,0.1418391517103437,0.5215132837789943,0.5768265012672746,0.5113442976362705,7222,7222.0,7.222,6782.4140625,0.01890664381749564,0.2664024088881395,0.6008648422939682,0.46185136282296346,7491,7491.0,7.491,8829.0126953125,0.009221372030529668,0.2097000406112525,0.5471649227795187,0.5047359471895849,86045,86045.0,86.045,28040.330078125,0.03797994105510495,0.33613837440889116,0.681578159692943,0.559745057313664,7222,7222.0,7.222,6782.4140625,0.01890664381749564,0.2664024088881395,0.6008648422939682,0.46185136282296346
BraTS20_Training_018,018,45118,45118.0,45.118,20599.986328125,0.02633608752539552,0.2975206304470965,0.6043927786998605,0.44282878860668956,2036,2036.0,2.036,1351.967041015625,0.18971846755102328,0.57460561997575,0.49979932712143155,0.35458692072375636,1695,1695.0,1.695,1801.994140625,0.055530509099185305,0.38151406349432576,0.5153130074931567,0.36606008975402554,341,341.0,0.341,468.44122314453125,0.12793689685493967,0.5038855886563895,0.5405335723478785,0.36165501909011183,43082,43082.0,43.082,19940.982421875,0.026473077695907475,0.298035601109454,0.6038129064721014,0.4391545556919332,1695,1695.0,1.695,1801.994140625,0.055530509099185305,0.38151406349432576,0.5153130074931567,0.36606008975402554
BraTS20_Training_019,019,43797,43797.0,43.797,13554.2392578125,0.08711955683927396,0.44330764322842925,0.7896764904805426,0.6687073881861869,20547,20547.0,20.547,5146.30322265625,0.35031852282759723,0.7049435917697513,0.8948420598298489,0.6721881336930687,9813,9813.0,9.813,10375.5869140625,0.009750299428110653,0.21363512099262252,0.8203159360629175,0.6193192937947725,10734,10734.0,10.734,12223.2373046875,0.007135375376931392,0.1925184139527529,0.8818377835557636,0.6928920703461288,23250,23250.0,23.25,16182.578125,0.014426306364970252,0.24343613842749093,0.6789548339728014,0.6628095714543979,9813,9813.0,9.813,10375.5869140625,0.009750299428110653,0.21363512099262252,0.8203159360629175,0.6193192937947725
BraTS20_Training_020,020,175675,175675.0,175.675,34408.71875,0.08567750155797262,0.44084805716732606,0.6363198082102404,0.45603725976460174,118709,118709.0,118.709,19697.251953125,0.20854642343923843,0.5930175988824458,0.7525416988042256,0.5899851573840502,27410,27410.0,27.41,41735.61328125,0.0011688264899179573,0.10533758286789335,0.7013349477630952,0.43511080658180723,91299,91299.0,91.299,50459.6953125,0.007337541041979388,0.1943197073851678,0.7792886767717683,0.6294946591213779,56966,56966.0,56.966,29899.44140625,0.013730760763641395,0.23945920341389482,0.4507369766841811,0.31659116376761165,27410,27410.0,27.41,41735.61328125,0.0011688264899179573,0.10533758286789335,0.7013349477630952,0.43511080658180723
BraTS20_Training_021,021,36858,36858.0,36.858,18961.0703125,0.022538621936817424,0.2824722480345351,0.5985205146869983,0.44830866635180605,5669,5669.0,5.669,2544.037109375,0.22074707692200116,0.6043636292268054,0.4190471239008529,0.33159549570502717,3003,3003.0,3.003,3051.979248046875,0.03587718077881117,0.3298167969306062,0.38585042581518947,0.3001964235962693,2666,2666.0,2.666,3856.35009765625,0.014016620037571497,0.24110956168991024,0.44958982087023674,0.3627476503304347,31189,31189.0,31.189,18788.296875,0.016587962029591972,0.2550337621814252,0.6239864568721591,0.45616775208506255,3003,3003.0,3.003,3051.979248046875,0.03587718077881117,0.3298167969306062,0.38585042581518947,0.3001964235962693
BraTS20_Training_022,022,68118,68118.0,68.118,13659.9384765625,0.20588747145494013,0.590486500441875,0.7959296418429304,0.7532168989034743,30637,30637.0,30.637,6970.7919921875,0.313399627358651,0.679254970755695,0.7696056683243961,0.7519538914329535,18221,18221.0,18.221,13369.966796875,0.015711071443708098,0.2504582073707182,0.8204909358508169,0.7572956293041537,12416,12416.0,12.416,10372.380859375,0.01562357498205585,0.2499923996732402,0.7872061871075182,0.6840761713024953,37481,37481.0,37.481,15169.8984375,0.04551208089929368,0.35703344266186826,0.8425565235161364,0.6735327518393128,18221,18221.0,18.221,13369.966796875,0.015711071443708098,0.2504582073707182,0.8204909358508169,0.7572956293041537
BraTS20_Training_023,023,41124,41124.0,41.124,13087.052734375,0.08533309884521667,0.44025656325709,0.7671790284616824,0.6041110942586788,17526,17526.0,17.526,4501.2451171875,0.3809079161180535,0.7248920432947742,0.8487490050791566,0.743063991482066,10937,10937.0,10.937,8371.443359375,0.023059387538171598,0.2846312561083457,0.8409860589052126,0.7308201868912433,6589,6589.0,6.589,3850.33984375,0.0860189621138453,0.4414329352805614,0.8710537436344297,0.7834015321954493,23598,23598.0,23.598,13614.9130859375,0.024955032928655474,0.29222635591982354,0.7185795586308195,0.5675320562391994,10937,10937.0,10.937,8371.443359375,0.023059387538171598,0.2846312561083457,0.8409860589052126,0.7308201868912433
BraTS20_Training_024,024,95627,95627.0,95.627,27936.177734375,0.04743648283538908,0.36199632393372566,0.4978382759117078,0.42667256147376426,28472,28472.0,28.472,8364.2626953125,0.15667703017980214,0.5390988974559863,0.4128780588927564,0.33030952370620775,23272,23272.0,23.272,10709.32421875,0.04986933644388991,0.3680819574761257,0.4402120152826798,0.3475404660996724,5200,5200.0,5.2,6803.98388671875,0.00970888219288541,0.2133321992148654,0.25455819513040556,0.21642747420917885,67155,67155.0,67.155,29245.728515625,0.02039021230914656,0.27319573554718385,0.5352279713703744,0.44516876307709813,23272,23272.0,23.272,10709.32421875,0.04986933644388991,0.3680819574761257,0.4402120152826798,0.3475404660996724
BraTS20_Training_025,025,73437,73437.0,73.437,16573.33984375,0.13398374726362972,0.5117023050514045,0.8738826439307045,0.7327965416920496,36909,36909.0,36.909,7337.044921875,0.39007974193050515,0.7306641493968656,0.7615833563603989,0.6095337906307031,17433,17433.0,17.433,12724.6982421875,0.016682232029433957,0.2555159719511554,0.8307644048904781,0.6500261049681859,19476,19476.0,19.476,6084.6787109375,0.19043157169439934,0.5753246526490888,0.6454450188013013,0.5493030268015575,36528,36528.0,36.528,18257.939453125,0.02479413001021415,0.2915969372031572,0.8125829467071907,0.6126828268134836,17433,17433.0,17.433,12724.6982421875,0.016682232029433957,0.2555159719511554,0.8307644048904781,0.6500261049681859
BraTS20_Training_026,026,180618,180618.0,180.618,40569.76171875,0.055254424591295426,0.38088074698223734,0.6828269193829335,0.5449580102243267,34913,34913.0,34.913,10610.0703125,0.11541756946230006,0.4868822867796484,0.5939204618585926,0.492758142048123,23676,23676.0,23.676,17090.03125,0.012701074560152365,0.23331723542549435,0.6389603596942449,0.4446812688484041,11237,11237.0,11.237,10306.8857421875,0.013042797458943227,0.2353912147249175,0.430650277020154,0.35614253744331753,145705,145705.0,145.705,42840.234375,0.03053836415071439,0.3125709335322089,0.621827922868389,0.5021536572024076,23676,23676.0,23.676,17090.03125,0.012701074560152365,0.23331723542549435,0.6389603596942449,0.4446812688484041
BraTS20_Training_027,027,66648,66648.0,66.648,21983.59765625,0.04728575366051238,0.3616125033113454,0.6111038991429291,0.39889503800040127,25413,25413.0,25.413,7818.16796875,0.15284430310540362,0.5346666372931387,0.6260522067772295,0.5319262385878313,16760,16760.0,16.76,12522.2158203125,0.01617919272529462,0.25292142271356527,0.690851290501534,0.5940921304421068,8653,8653.0,8.653,5816.50244140625,0.043032842770431574,0.3504289781445688,0.4849348829634277,0.3875871185735669,41235,41235.0,41.235,21711.212890625,0.018790230760784777,0.26585451350717554,0.6086600580192495,0.3752320619594261,16760,16760.0,16.76,12522.2158203125,0.01617919272529462,0.25292142271356527,0.690851290501534,0.5940921304421068
BraTS20_Training_028,028,20935,20935.0,20.935,7261.3583984375,0.1294627076141731,0.5058808371486708,0.7206147210926412,0.5601757450235477,15027,15027.0,15.027,6576.033203125,0.0898059175165825,0.44781810868592414,0.836762499012012,0.6303759332067775,9281,9281.0,9.281,9809.4755859375,0.010320590509815555,0.2177215992047086,0.8298319555516207,0.6093895676220862,5746,5746.0,5.746,4507.1162109375,0.04078376810394443,0.3442144645393912,0.7450435495432193,0.5981311569307848,5908,5908.0,5.908,9139.5615234375,0.005170794339876447,0.17292286469489443,0.5827151798996019,0.4089777770908876,9281,9281.0,9.281,9809.4755859375,0.010320590509815555,0.2177215992047086,0.8298319555516207,0.6093895676220862
BraTS20_Training_029,029,62354,62354.0,62.354,17574.67578125,0.0810063464610013,0.4326861710201331,0.5732156010173632,0.5444902337644735,7394,7394.0,7.394,2493.14208984375,0.39899749952187896,0.7361902442213282,0.7949730507735221,0.671119940779174,5701,5701.0,5.701,4033.10595703125,0.05603192716594382,0.38265893044522975,0.8178746593953489,0.6952580416608825,1693,1693.0,1.693,1682.23095703125,0.06809409109711502,0.40835368196041444,0.6562303736800758,0.542249552475939,54960,54960.0,54.96,18143.025390625,0.05720272216529973,0.38530581686968507,0.5640726278145386,0.47599420576527096,5701,5701.0,5.701,4033.10595703125,0.05603192716594382,0.38265893044522975,0.8178746593953489,0.6952580416608825
BraTS20_Training_030,030,99909,99909.0,99.909,42900.8046875,0.014297670452155475,0.24271042324376452,0.8176130820840584,0.6663593444436073,7897,7897.0,7.897,4530.95166015625,0.07582429187011941,0.4232556729216589,0.5483812355975798,0.24588582875687784,6149,6149.0,6.149,5385.91357421875,0.027370530751641347,0.30136610585726253,0.4942799067605353,0.25370300349237723,1748,1748.0,1.748,3024.833251953125,0.012486218035009197,0.23199411669465012,0.5953137150026705,0.1982746389824551,92012,92012.0,92.012,41751.55859375,0.013155981003665251,0.23607015177068477,0.8158703168552734,0.6905987809158319,6149,6149.0,6.149,5385.91357421875,0.027370530751641347,0.30136610585726253,0.4942799067605353,0.25370300349237723
BraTS20_Training_031,031,87609,87609.0,87.609,26696.86328125,0.04562145242823038,0.3573192133424537,0.8096939013971698,0.5309269025925211,28727,28727.0,28.727,10182.7861328125,0.08839608989157813,0.44546236484411156,0.6212186148971672,0.5398879305364057,22108,22108.0,22.108,14779.326171875,0.01712329676825333,0.25774829109626235,0.6389075778589847,0.5495614224736404,6619,6619.0,6.619,6446.263671875,0.018497495873361493,0.26446668997973655,0.5310774113538387,0.42412883039781385,58882,58882.0,58.882,30555.93359375,0.013744558901433774,0.23953938797153607,0.8322760946525073,0.445342087674812,22108,22108.0,22.108,14779.326171875,0.01712329676825333,0.25774829109626235,0.6389075778589847,0.5495614224736404
BraTS20_Training_032,032,26500,26500.0,26.5,8592.021484375,0.12521549030231352,0.5002871554550027,0.7621718929618149,0.5046971510028708,17430,17430.0,17.43,5954.75244140625,0.1627256497196356,0.5459489118828418,0.8957158852439594,0.6042351806926676,9563,9563.0,9.563,9738.1962890625,0.011199667062623217,0.22373557141001463,0.9429467803213286,0.689043094568607,7867,7867.0,7.867,5546.9052734375,0.041012706095323495,0.3448573409909071,0.8131545127312371,0.4630734789650367,9070,9070.0,9.07,10019.5361328125,0.009249624454584103,0.2099139818123169,0.58863125217098,0.44003339131754343,9563,9563.0,9.563,9738.1962890625,0.011199667062623217,0.22373557141001463,0.9429467803213286,0.689043094568607
BraTS20_Training_033,033,122656,122656.0,122.656,27108.529296875,0.08541066406840178,0.44038991619043033,0.8214999035424915,0.6392204783602173,24355,24355.0,24.355,5445.2236328125,0.415509998808556,0.7462090176651521,0.8772286522677614,0.8219898121608846,16009,16009.0,16.009,9565.2177734375,0.033120447515822625,0.32114320113696915,0.9064055780679516,0.8391128069841649,8346,8346.0,8.346,11025.287109375,0.005878133036316296,0.18047337372011146,0.8540428940483645,0.7916343083124971,98301,98301.0,98.301,30614.544921875,0.03808770640665882,0.336455997009351,0.8346467309053475,0.6086181268779525,16009,16009.0,16.009,9565.2177734375,0.033120447515822625,0.32114320113696915,0.9064055780679516,0.8391128069841649
BraTS20_Training_034,034,91573,91573.0,91.573,18361.91015625,0.15319115256203578,0.5350707712730908,0.7077002508387191,0.48808297259913214,44985,44985.0,44.985,8884.4189453125,0.3263628631262991,0.6884941346678706,0.8818151631905486,0.7166024099227136,24430,24430.0,24.43,18642.654296875,0.010417801272912109,0.21840304525500712,0.9187615709193191,0.7562576654018391,20555,20555.0,20.555,11806.470703125,0.02903534925373216,0.3073564641887985,0.8092672245775524,0.6155046963697183,46588,46588.0,46.588,18005.2890625,0.04205331273474206,0.3477496788784686,0.5677541671020753,0.4125947257525794,24430,24430.0,24.43,18642.654296875,0.010417801272912109,0.21840304525500712,0.9187615709193191,0.7562576654018391
BraTS20_Training_035,035,78815,78815.0,78.815,24806.33203125,0.0460238002394884,0.35836657166264185,0.7080922643041409,0.40492720454002196,48208,48208.0,48.208,14446.4189453125,0.08717861928002689,0.44340780029125765,0.7750456504978451,0.38784618172924223,24262,24262.0,24.262,25795.287109375,0.0038786846553898855,0.15711880138650303,0.7158445777950461,0.3667412370492803,23946,23946.0,23.946,22662.779296875,0.00557158578401777,0.17727994454729468,0.8769091931776827,0.4337863351403459,30607,30607.0,30.607,23211.4453125,0.008472027360902868,0.20385863717366065,0.8160226295703501,0.5013220637917537,24262,24262.0,24.262,25795.287109375,0.0038786846553898855,0.15711880138650303,0.7158445777950461,0.3667412370492803
BraTS20_Training_036,036,14830,14830.0,14.83,5379.14697265625,0.15980650147870287,0.5426645867892192,0.6438790608327998,0.5422102585307448,5751,5751.0,5.751,2762.14208984375,0.17750110515665404,0.5619965986765075,0.6851748222868089,0.5353443069150972,5166,5166.0,5.166,3327.4296875,0.08192840799216403,0.43432167674195327,0.6771308299322227,0.5268596497139142,585,585.0,0.585,565.8623657226562,0.21361496428745888,0.597783455231687,0.656198770939349,0.626906437394963,9079,9079.0,9.079,5008.119140625,0.07421718019270679,0.4202439629357801,0.7412492120112896,0.6579812003645454,5166,5166.0,5.166,3327.4296875,0.08192840799216403,0.43432167674195327,0.6771308299322227,0.5268596497139142
BraTS20_Training_037,037,189011,189011.0,189.011,35383.05859375,0.09120957209762891,0.4501391702841752,0.654032994798931,0.5208607876442005,24963,24963.0,24.963,6791.79150390625,0.2249535705453472,0.6081783606316776,0.8704428046280613,0.4889431388231556,15211,15211.0,15.211,14078.037109375,0.009378677217329393,0.21088573147918044,0.9678533347960161,0.5652835391369967,9752,9752.0,9.752,8778.7041015625,0.015898220874844736,0.2514487660885941,0.7191600106391254,0.3606515174305884,164048,164048.0,164.048,40564.10546875,0.045600388615240496,0.3572642124358292,0.6357932106312986,0.49530638884293204,15211,15211.0,15.211,14078.037109375,0.009378677217329393,0.21088573147918044,0.9678533347960161,0.5652835391369967
BraTS20_Training_038,038,100879,100879.0,100.879,27166.515625,0.057405313386094114,0.3857601519134846,0.532021995172538,0.3983409584664824,37230,37230.0,37.23,13906.279296875,0.058291549934201575,0.387735174474962,0.45975674264357114,0.4364480219140097,26254,26254.0,26.254,22722.458984375,0.0066447301857509525,0.1880005487549146,0.4372404021900211,0.3942096805822753,10976,10976.0,10.976,10940.810546875,0.01040380196501613,0.21830517233030675,0.6431941213138063,0.5140093456640678,63649,63649.0,63.649,34426.96875,0.011228951008778238,0.22393040334125444,0.536371076230209,0.3833341275638795,26254,26254.0,26.254,22722.458984375,0.0066447301857509525,0.1880005487549146,0.4372404021900211,0.3942096805822753
