case,id,mean_tumor_flair,mean_tumor_t1,mean_tumor_t1ce,mean_tumor_t2,mean_brainrest_flair,mean_brainrest_t1,mean_brainrest_t1ce,mean_brainrest_t2
BraTS20_Training_058,058,0.7245624661445618,0.625407338142395,0.5069093704223633,0.32349103689193726,0.3936619460582733,0.5451549291610718,0.45083510875701904,0.26770204305648804
BraTS20_Training_059,059,0.8673309683799744,0.47799167037010193,0.3433851897716522,0.4157370626926422,0.49706777930259705,0.6027145385742188,0.39199864864349365,0.2480776309967041
BraTS20_Training_060,060,0.7655981779098511,0.48202478885650635,0.37766996026039124,0.491698294878006,0.3329298198223114,0.5778151750564575,0.40223294496536255,0.2178712636232376
BraTS20_Training_061,061,0.9359394311904907,0.6888786554336548,0.49012672901153564,0.6269411444664001,0.5028980374336243,0.5760064721107483,0.3540489673614502,0.27174705266952515
BraTS20_Training_062,062,0.7509155869483948,0.4625742435455322,0.36692509055137634,0.5082409977912903,0.3027627766132355,0.6034371256828308,0.3277197778224945,0.27447059750556946
BraTS20_Training_063,063,0.9116477370262146,0.5082342624664307,0.45221251249313354,0.4341496527194977,0.5002769827842712,0.5789310932159424,0.41085946559906006,0.28361639380455017
BraTS20_Training_064,064,0.7296815514564514,0.40511149168014526,0.3978136479854584,0.5041800141334534,0.317525714635849,0.5899427533149719,0.3498602509498596,0.25294360518455505
BraTS20_Training_065,065,0.9526891112327576,0.46601608395576477,0.4266435503959656,0.6264041066169739,0.541073739528656,0.6163141131401062,0.4881834089756012,0.2549661695957184
BraTS20_Training_066,066,0.8289278745651245,0.5268588066101074,0.3924817740917206,0.45975539088249207,0.38724493980407715,0.5795831084251404,0.4133056700229645,0.2805826663970947
BraTS20_Training_067,067,0.7938018441200256,0.531989574432373,0.4862474203109741,0.5176509022712708,0.3138000965118408,0.5758155584335327,0.38892966508865356,0.29050928354263306
BraTS20_Training_068,068,0.8431740999221802,0.5095489621162415,0.3919296860694885,0.5329366326332092,0.3591759502887726,0.5729361176490784,0.3748229742050171,0.30618390440940857
BraTS20_Training_069,069,0.7416307330131531,0.6569763422012329,0.390828400850296,0.4383993446826935,0.3612222671508789,0.6063767671585083,0.3737441599369049,0.2587949335575104
BraTS20_Training_070,070,0.8068785667419434,0.5330708026885986,0.392995148897171,0.5169656872749329,0.48787838220596313,0.5958712100982666,0.37190377712249756,0.3655228316783905
BraTS20_Training_071,071,0.7819001078605652,0.5119478702545166,0.3054664134979248,0.6534584760665894,0.3327179253101349,0.6392078995704651,0.40208396315574646,0.32559388875961304
BraTS20_Training_072,072,0.8633890151977539,0.6922005414962769,0.5009995698928833,0.4094884693622589,0.5083271265029907,0.5779358148574829,0.34162741899490356,0.3246766924858093
BraTS20_Training_073,073,0.8140732645988464,0.6932299137115479,0.4306807518005371,0.46729204058647156,0.3334188759326935,0.5609870553016663,0.33746337890625,0.27038946747779846
BraTS20_Training_074,074,0.5690277218818665,0.6565431356430054,0.34118854999542236,0.39355596899986267,0.31022873520851135,0.545417845249176,0.30553874373435974,0.33688902854919434
BraTS20_Training_075,075,0.5570282936096191,0.5318666696548462,0.5014833211898804,0.5282170176506042,0.1673874408006668,0.574463427066803,0.4762159585952759,0.21728412806987762
BraTS20_Training_076,076,0.7957348823547363,0.570160984992981,0.3803117573261261,0.47581812739372253,0.3612426519393921,0.5994175672531128,0.3425142467021942,0.2812469005584717
BraTS20_Training_077,077,0.8281714916229248,0.4902556538581848,0.37375709414482117,0.5861186981201172,0.3180100619792938,0.5462827086448669,0.3545096218585968,0.2957415282726288
BraTS20_Training_078,078,0.8477914333343506,0.468284010887146,0.2958073318004608,0.35108548402786255,0.4160933792591095,0.5506013631820679,0.2949422299861908,0.27635282278060913
BraTS20_Training_079,079,0.8193789124488831,0.5777743458747864,0.6108758449554443,0.25416508316993713,0.5055741667747498,0.5733693838119507,0.4326787292957306,0.265228807926178
BraTS20_Training_080,080,0.8115947842597961,0.3609715402126312,0.31514933705329895,0.5170321464538574,0.3803337812423706,0.5371439456939697,0.3597301244735718,0.31617680191993713
BraTS20_Training_081,081,0.8673050403594971,0.6141390204429626,0.4250226318836212,0.5488412976264954,0.4048381447792053,0.616862416267395,0.3809039890766144,0.3685363531112671
BraTS20_Training_082,082,0.8658525347709656,0.4509069323539734,0.46802452206611633,0.6235518455505371,0.44209024310112,0.6060085892677307,0.42859789729118347,0.34257376194000244
BraTS20_Training_083,083,0.8386732339859009,0.4917745888233185,0.41679659485816956,0.6579881906509399,0.2798633575439453,0.5713000297546387,0.4787110388278961,0.2570541203022003
BraTS20_Training_084,084,0.8037965893745422,0.5227572917938232,0.42698007822036743,0.4584093689918518,0.3383327126502991,0.5973649621009827,0.27191436290740967,0.22572393715381622
BraTS20_Training_085,085,0.8536501526832581,0.6008663773536682,0.4403308928012848,0.36186590790748596,0.42896294593811035,0.5858306288719177,0.3310655355453491,0.2210298329591751
BraTS20_Training_086,086,0.8131338953971863,0.5312491655349731,0.31617462635040283,0.29565852880477905,0.500824511051178,0.5678821206092834,0.34387242794036865,0.24351264536380768
BraTS20_Training_087,087,0.7497888207435608,0.41787174344062805,0.33250755071640015,0.2360246330499649,0.5714327096939087,0.5226272344589233,0.32883331179618835,0.25337421894073486
BraTS20_Training_088,088,0.795478880405426,0.5138720273971558,0.43440866470336914,0.28794747591018677,0.44853079319000244,0.5235060453414917,0.3550715148448944,0.2800247371196747
BraTS20_Training_089,089,0.8431936502456665,0.45201194286346436,0.3572811186313629,0.6033114194869995,0.49767234921455383,0.5452728271484375,0.3853301703929901,0.332012802362442
BraTS20_Training_090,090,0.8305150270462036,0.4466579854488373,0.39872413873672485,0.5210553407669067,0.3098420798778534,0.5818241834640503,0.2823341190814972,0.2249584048986435
BraTS20_Training_091,091,0.7531068325042725,0.48736894130706787,0.2929351329803467,0.5187473297119141,0.3161468803882599,0.5848180055618286,0.32911351323127747,0.2335095852613449
BraTS20_Training_092,092,0.8002545237541199,0.5401024222373962,0.5255065560340881,0.4215151369571686,0.3464033007621765,0.5407513380050659,0.2924177944660187,0.2868292033672333
BraTS20_Training_093,093,0.7741734981536865,0.35269537568092346,0.2717420756816864,0.5672268271446228,0.27049508690834045,0.5586169362068176,0.2870633602142334,0.25203388929367065
BraTS20_Training_094,094,0.9243254661560059,0.6627741456031799,0.4762623608112335,0.3309515714645386,0.5246348977088928,0.5983708500862122,0.44443851709365845,0.20561018586158752
BraTS20_Training_095,095,0.8236209154129028,0.5944823622703552,0.45684099197387695,0.46552804112434387,0.3456003665924072,0.588684618473053,0.3994704782962799,0.3056912422180176
BraTS20_Training_096,096,0.7990787029266357,0.5969721078872681,0.49831125140190125,0.5019657015800476,0.32736486196517944,0.5891155004501343,0.35869917273521423,0.32927370071411133
BraTS20_Training_097,097,0.6717506051063538,0.5721383690834045,0.5230854749679565,0.45813649892807007,0.2845057249069214,0.5301347970962524,0.34709349274635315,0.3321644365787506
BraTS20_Training_098,098,0.8310853838920593,0.4434497058391571,0.28405916690826416,0.6713427901268005,0.3111565113067627,0.5813152194023132,0.3247961699962616,0.3175043761730194
BraTS20_Training_099,099,0.9391055703163147,0.5072430372238159,0.3719564378261566,0.4631512761116028,0.5461663603782654,0.5840052366256714,0.3089362680912018,0.32000845670700073
BraTS20_Training_100,100,0.7032616138458252,0.6041100025177002,0.3609899580478668,0.5366075038909912,0.28103262186050415,0.6257163882255554,0.3318684697151184,0.34283363819122314
BraTS20_Training_101,101,0.7887935638427734,0.4794035851955414,0.34851932525634766,0.5077059864997864,0.3086017966270447,0.563826858997345,0.327565997838974,0.3114437460899353
BraTS20_Training_102,102,0.8976714015007019,0.6061791777610779,0.34215497970581055,0.3630093038082123,0.5220909118652344,0.5649479031562805,0.286325603723526,0.2525503635406494
BraTS20_Training_103,103,0.8466487526893616,0.5835859775543213,0.5256386995315552,0.374495267868042,0.40011048316955566,0.5352209210395813,0.2890563905239105,0.30406707525253296
BraTS20_Training_104,104,0.7348940968513489,0.4827229380607605,0.30710625648498535,0.5448936820030212,0.24662968516349792,0.5610688924789429,0.27132654190063477,0.26468735933303833
BraTS20_Training_105,105,0.87543785572052,0.4076824486255646,0.3393455147743225,0.4032328724861145,0.4493257701396942,0.5980145931243896,0.31652259826660156,0.24119727313518524
BraTS20_Training_106,106,0.7427990436553955,0.7335026264190674,0.4401129484176636,0.3720873296260834,0.3207431733608246,0.5672990083694458,0.3002322018146515,0.25190216302871704
BraTS20_Training_107,107,0.8809600472450256,0.6562859416007996,0.4209439754486084,0.3766905963420868,0.40931278467178345,0.635414719581604,0.2967921793460846,0.20078898966312408
BraTS20_Training_108,108,0.9399386644363403,0.500529408454895,0.4696507453918457,0.5475381016731262,0.4126785695552826,0.5546579957008362,0.25898978114128113,0.29826581478118896
BraTS20_Training_109,109,0.7445640563964844,0.673550009727478,0.40351343154907227,0.4386555254459381,0.3334110677242279,0.6014068722724915,0.32170534133911133,0.30420613288879395
BraTS20_Training_110,110,0.9064398407936096,0.676483154296875,0.3874785304069519,0.26961010694503784,0.5642266869544983,0.5785443186759949,0.2947259545326233,0.25087770819664
BraTS20_Training_111,111,0.8192828297615051,0.4924056828022003,0.39332976937294006,0.5016160607337952,0.3307523727416992,0.5842384696006775,0.311087965965271,0.24113024771213531
BraTS20_Training_112,112,0.7673431634902954,0.40153729915618896,0.29900306463241577,0.5508222579956055,0.3038237690925598,0.5770637392997742,0.2532672584056854,0.2950829267501831
BraTS20_Training_113,113,0.8274233341217041,0.43458256125450134,0.19399601221084595,0.5546582341194153,0.33636048436164856,0.5788251161575317,0.27303311228752136,0.2680438458919525
BraTS20_Training_114,114,0.741686224937439,0.5356458425521851,0.3678547441959381,0.5195803046226501,0.23997420072555542,0.5823901295661926,0.3308086097240448,0.2254033386707306
BraTS20_Training_115,115,0.8070344924926758,0.5149655938148499,0.26660922169685364,0.45643311738967896,0.3187025189399719,0.5588107705116272,0.2754769027233124,0.2977531850337982
BraTS20_Training_116,116,0.7754014730453491,0.4470956325531006,0.32876336574554443,0.43135955929756165,0.3166419267654419,0.5950059294700623,0.3495481312274933,0.22014553844928741
BraTS20_Training_117,117,0.8064361810684204,0.49308449029922485,0.30622196197509766,0.47518035769462585,0.29763326048851013,0.5530537366867065,0.3084712624549866,0.28185462951660156
BraTS20_Training_118,118,0.8209326267242432,0.6031554341316223,0.4214945435523987,0.449983149766922,0.3367626667022705,0.5726887583732605,0.35804450511932373,0.3238890469074249
BraTS20_Training_119,119,0.878427267074585,0.5102301836013794,0.28343483805656433,0.5561134815216064,0.45169785618782043,0.6399074196815491,0.32047760486602783,0.31260454654693604
BraTS20_Training_120,120,0.8087221384048462,0.5195418000221252,0.32377809286117554,0.46207714080810547,0.3245350122451782,0.615349531173706,0.36894845962524414,0.22103363275527954
BraTS20_Training_121,121,0.8002812266349792,0.5687463879585266,0.28517189621925354,0.6191012263298035,0.27800092101097107,0.5978162288665771,0.2769576609134674,0.27026161551475525
BraTS20_Training_122,122,0.9065731167793274,0.5181209444999695,0.3528496325016022,0.537701427936554,0.42330852150917053,0.589842677116394,0.31234341859817505,0.2725277245044708
BraTS20_Training_123,123,0.7508144974708557,0.5686594843864441,0.3181080222129822,0.5885975360870361,0.3068693280220032,0.6044938564300537,0.29778778553009033,0.30270710587501526
BraTS20_Training_124,124,0.8201320171356201,0.42458072304725647,0.36493203043937683,0.637029767036438,0.453558087348938,0.5646498799324036,0.36302557587623596,0.28853437304496765
BraTS20_Training_125,125,0.6982250213623047,0.5498117208480835,0.31283462047576904,0.5313909649848938,0.23228615522384644,0.5548115968704224,0.24776360392570496,0.3432909846305847
BraTS20_Training_126,126,0.8343567252159119,0.5320693254470825,0.4189615547657013,0.45261240005493164,0.4159451723098755,0.6154680252075195,0.2669937312602997,0.27825692296028137
BraTS20_Training_127,127,0.8803933262825012,0.5694043040275574,0.3343019187450409,0.4908502399921417,0.35270369052886963,0.5385283827781677,0.2961670756340027,0.304513543844223
BraTS20_Training_128,128,0.8635537028312683,0.7230319976806641,0.3772207200527191,0.37871116399765015,0.45082545280456543,0.5550787448883057,0.30571863055229187,0.3198882043361664
BraTS20_Training_129,129,0.8836212158203125,0.5583662390708923,0.305838406085968,0.4256446659564972,0.4799221456050873,0.570013165473938,0.30670928955078125,0.2782346308231354
BraTS20_Training_130,130,0.8027434945106506,0.8420921564102173,0.6214939951896667,0.6925510764122009,0.40829965472221375,0.7249255180358887,0.5106529593467712,0.3542111814022064
BraTS20_Training_131,131,0.8750786185264587,0.7367187738418579,0.5698481798171997,0.6729425191879272,0.4672897160053253,0.6606432199478149,0.51227205991745,0.4252265691757202
BraTS20_Training_132,132,0.8550682663917542,0.7807804942131042,0.3567936420440674,0.7013142704963684,0.41629159450531006,0.7314750552177429,0.30934247374534607,0.4035659730434418
BraTS20_Training_133,133,0.8199343085289001,0.7421902418136597,0.5864086747169495,0.7247617244720459,0.46674644947052,0.7657880783081055,0.6492892503738403,0.3645043671131134
BraTS20_Training_134,134,0.6571215987205505,0.6779798865318298,0.5255250334739685,0.6553341150283813,0.5045084953308105,0.6917949318885803,0.49665674567222595,0.42606261372566223
BraTS20_Training_135,135,0.7423773407936096,0.6682472229003906,0.6282556056976318,0.6568598747253418,0.26511162519454956,0.7466140389442444,0.6440341472625732,0.3724963963031769
BraTS20_Training_136,136,0.8508369326591492,0.8099162578582764,0.5706652402877808,0.5645677447319031,0.5574591755867004,0.7517144083976746,0.426504522562027,0.4301484525203705
BraTS20_Training_137,137,0.8697681427001953,0.7699782252311707,0.4764251410961151,0.6627130508422852,0.540795624256134,0.7721198797225952,0.4161824882030487,0.3923514485359192
BraTS20_Training_138,138,0.7380492091178894,0.5893949866294861,0.5022131204605103,0.6830992698669434,0.4110531806945801,0.6266975998878479,0.5283625721931458,0.4259186387062073
BraTS20_Training_139,139,0.9392244219779968,0.8272613883018494,0.7847756743431091,0.46594396233558655,0.6290926337242126,0.7244609594345093,0.6554726362228394,0.4385368227958679
BraTS20_Training_140,140,0.8261083960533142,0.7255952954292297,0.45025092363357544,0.7093947529792786,0.4914805293083191,0.7753720283508301,0.4643138349056244,0.4088379144668579
BraTS20_Training_141,141,0.8910946846008301,0.7480590343475342,0.31634941697120667,0.4890749156475067,0.5155790448188782,0.7166056036949158,0.37964364886283875,0.39417797327041626
BraTS20_Training_142,142,0.9513552784919739,0.763001561164856,0.5439716577529907,0.5216715931892395,0.5505536198616028,0.7148213982582092,0.41387197375297546,0.4060887396335602
BraTS20_Training_143,143,0.825700581073761,0.7166771292686462,0.3980547785758972,0.60276198387146,0.540184736251831,0.7476590871810913,0.37449005246162415,0.32023948431015015
BraTS20_Training_144,144,0.8091703057289124,0.6817343235015869,0.5578098893165588,0.7469032406806946,0.471996933221817,0.7033225893974304,0.4513445496559143,0.4151797294616699
BraTS20_Training_145,145,0.8207025527954102,0.6332864165306091,0.526633083820343,0.6246219277381897,0.5045091509819031,0.6798394322395325,0.497795432806015,0.4321203827857971
BraTS20_Training_146,146,0.8118630051612854,0.7214683890342712,0.47662660479545593,0.6485562920570374,0.6053508520126343,0.6059786677360535,0.41979098320007324,0.4535410702228546
BraTS20_Training_147,147,0.753840446472168,0.6252566576004028,0.3501896858215332,0.6756689548492432,0.6089765429496765,0.6327410936355591,0.47470623254776,0.46218210458755493
BraTS20_Training_148,148,0.7177543044090271,0.6891717910766602,0.40710440278053284,0.5875517725944519,0.48555615544319153,0.5797298550605774,0.39007970690727234,0.4479995667934418
BraTS20_Training_149,149,0.7934153079986572,0.5516424179077148,0.5432498455047607,0.6222004294395447,0.5190809965133667,0.6066082119941711,0.48638492822647095,0.3927598297595978
BraTS20_Training_150,150,0.8085194230079651,0.6119876503944397,0.4682367742061615,0.4072306752204895,0.5503363013267517,0.6516368389129639,0.33148497343063354,0.24930986762046814
BraTS20_Training_151,151,0.835267186164856,0.6782670617103577,0.6759166717529297,0.4260517656803131,0.627125084400177,0.6740860342979431,0.5526341199874878,0.3046363592147827
BraTS20_Training_152,152,0.8137800693511963,0.4948676824569702,0.5434068441390991,0.4586309790611267,0.44766196608543396,0.5955436825752258,0.5235555768013,0.2036217749118805
BraTS20_Training_153,153,0.8492467999458313,0.6693651676177979,0.6598303318023682,0.44347432255744934,0.39108189940452576,0.5977481603622437,0.5858705639839172,0.25737684965133667
BraTS20_Training_154,154,0.8624430894851685,0.5759984254837036,0.6038065552711487,0.21972808241844177,0.4270101487636566,0.5828601717948914,0.5341342687606812,0.1940010040998459
BraTS20_Training_155,155,0.7783501148223877,0.667620837688446,0.40917128324508667,0.3003021478652954,0.34126725792884827,0.6222144961357117,0.3675650656223297,0.20360645651817322
BraTS20_Training_156,156,0.6983934640884399,0.5723756551742554,0.4839184582233429,0.4476868808269501,0.38927406072616577,0.5992453098297119,0.4646863043308258,0.2028382271528244
BraTS20_Training_157,157,0.8040250539779663,0.573333740234375,0.6193373799324036,0.406549334526062,0.6376572251319885,0.5728819966316223,0.42158347368240356,0.31779056787490845
BraTS20_Training_158,158,0.8999359011650085,0.6087838411331177,0.5687273144721985,0.32239973545074463,0.5697299838066101,0.6604918837547302,0.6167254447937012,0.24008023738861084
BraTS20_Training_159,159,0.9035797119140625,0.7425158023834229,0.7336760759353638,0.4117974638938904,0.5866966843605042,0.6493374705314636,0.5867722034454346,0.36750924587249756
BraTS20_Training_160,160,0.763664722442627,0.7245616912841797,0.6912279725074768,0.6488711833953857,0.355010449886322,0.6778638958930969,0.577553927898407,0.2984693646430969
BraTS20_Training_161,161,0.8826708793640137,0.797995388507843,0.6630783081054688,0.6336941123008728,0.5713518261909485,0.6808176636695862,0.558115541934967,0.4023548364639282
BraTS20_Training_162,162,0.7490622401237488,0.7040621638298035,0.5838780999183655,0.5573775768280029,0.3831501007080078,0.6226559281349182,0.4281749129295349,0.37848368287086487
BraTS20_Training_163,163,0.7631695866584778,0.7377057671546936,0.6275995373725891,0.6648746728897095,0.29838526248931885,0.6263877153396606,0.4510757625102997,0.3124261200428009
